,per_student_2009,percent_of_all_expenditures_2009,total_expenditure_2009
K281,99,0.006999999999999999,129468
K288,272,0.012,153131
K303,153,0.009000000000000001,114477
K329,140,0.006,84272
K337,762,0.046,234069
K344,482,0.034,207055
K348,437,0.03,148082
K400,539,0.018000000000000002,174752
K410,126,0.009000000000000001,320306
K468,215,0.013000000000000001,51084
K525,60,0.004,234859
K540,92,0.006999999999999999,273648
K559,531,0.028999999999999998,64210
K572,339,0.018000000000000002,36614
K620,163,0.01,235411
K690,231,0.013999999999999999,194487
K728,1153,0.048,198338
K014,231,0.01,166838
K052,291,0.015,222417
K078,178,0.011000000000000001,205032
K109,228,0.01,160847
K119,296,0.019,149650
K134,211,0.011000000000000001,90084
K139,251,0.016,278052
K152,330,0.021,278201
K193,269,0.015,216357
K194,264,0.012,117979
K195,117,0.006999999999999999,43494
K197,109,0.004,52363
K198,123,0.006999999999999999,83486
K203,240,0.013999999999999999,223170
K206,298,0.021,398415
K207,183,0.012,199496
K217,350,0.02,446509
K222,103,0.005,88525
K234,296,0.022000000000000002,531023
K236,281,0.017,177485
K240,161,0.011000000000000001,200105
K245,153,0.006,28686
K251,140,0.008,90482
K254,275,0.017,166584
K255,212,0.011000000000000001,155152
K269,127,0.006999999999999999,66155
K277,167,0.009000000000000001,72670
K278,393,0.023,406897
K312,227,0.013000000000000001,207022
K315,261,0.017,219100
K326,147,0.006999999999999999,40290
K361,216,0.013000000000000001,141414
K381,168,0.009000000000000001,73370
K405,152,0.013000000000000001,569556
K425,59,0.005,202010
K495,163,0.011000000000000001,398369
K535,57,0.004,56929
K555,166,0.011000000000000001,100154
0,,,
K041,66,0.004,47858
0,,,
K073,136,0.006999999999999999,77772
K137,322,0.013999999999999999,125450
K150,67,0.003,36661
K155,50,0.002,29509
K156,169,0.01,147917
K165,157,0.008,103043
K178,118,0.006999999999999999,75601
0,,,
K184,48,0.003,24344
0,,,
K284,72,0.003,42536
K298,63,0.003,34179
K323,516,0.028999999999999998,303516
K327,263,0.013999999999999999,196429
K332,185,0.009000000000000001,103089
K392,110,0.008,33336
0,,,
K493,139,0.009000000000000001,79854
K514,232,0.016,99958
K518,169,0.009000000000000001,44406
K522,72,0.003,12469
K631,431,0.023,181331
K634,123,0.006999999999999999,28849
K643,2033,0.085,307037
K644,387,0.015,30537
K645,189,0.009000000000000001,58878
K646,2195,0.098,329225
K647,2024,0.091,323802
0,,,
K697,228,0.013999999999999999,138272
Q005,290,0.016,435907
Q007,193,0.011000000000000001,231063
Q012,109,0.008,128457
Q013,76,0.005,95337
Q014,147,0.008,209757
Q016,673,0.046,945313
Q019,251,0.017,492152
Q028,329,0.018000000000000002,164400
Q049,134,0.009000000000000001,69700
Q058,226,0.013999999999999999,220156
Q061,290,0.019,621783
Q068,60,0.003,49617
Q071,237,0.013000000000000001,224160
Q073,159,0.01,269245
Q077,127,0.008,145932
Q081,215,0.013999999999999999,249831
Q087,118,0.006,69188
Q088,115,0.006,118614
Q089,83,0.005,135583
Q091,54,0.003,46940
Q093,167,0.012,217940
Q102,167,0.01,141466
Q113,114,0.006999999999999999,62360
Q119,87,0.006,99782
Q125,73,0.005,119329
Q128,65,0.004,28457
Q143,500,0.032,641804
Q153,96,0.006,134259
Q199,52,0.003,51714
Q229,86,0.005,114700
Q239,61,0.004,48237
Q264,142,0.008,54970
Q267,57,0.003,21113
0,,,
Q293,1009,0.055999999999999994,122134
Q296,711,0.035,122278
Q299,335,0.02,86010
Q305,546,0.031,78579
Q307,466,0.027000000000000003,97452
0,,,
Q455,89,0.006,281113
Q485,150,0.011000000000000001,415224
Q520,126,0.008,56441
Q530,998,0.057999999999999996,486939
Q550,116,0.008,88672
Q560,109,0.008,60361
0,,,
Q600,359,0.021,437511
Q610,184,0.012,363211
Q744,1332,0.054000000000000006,201176
Q877,189,0.01,85684
Q020,94,0.006,122198
Q021,160,0.009000000000000001,148242
Q022,98,0.006,72533
Q024,140,0.009000000000000001,104483
Q025,78,0.005,69065
Q029,124,0.008,80193
Q032,66,0.004,41547
Q079,108,0.006999999999999999,89634
Q107,89,0.004,78569
Q120,226,0.013999999999999999,179636
Q129,69,0.004,63439
Q130,249,0.012,76563
Q154,306,0.018000000000000002,186094
Q163,161,0.009000000000000001,83768
Q164,118,0.006,73584
Q165,68,0.003,39966
0,,,
Q169,225,0.011000000000000001,85268
Q184,66,0.004,29965
Q185,184,0.012,190793
Q189,196,0.012,140549
Q193,82,0.004,42322
Q194,100,0.006999999999999999,108266
Q200,78,0.003,37834
Q201,432,0.015,168302
Q209,125,0.006999999999999999,66904
Q214,217,0.012,91498
Q219,252,0.012,158715
Q237,46,0.003,49157
Q242,452,0.02,172185
Q244,436,0.024,58885
Q250,49,0.003,20848
Q252,385,0.027000000000000003,126502
Q263,335,0.022000000000000002,131468
Q281,118,0.009000000000000001,50213
Q285,219,0.016,97290
Q294,191,0.012,56856
Q425,133,0.009000000000000001,417207
Q460,221,0.016,578952
Q499,127,0.008,62882
Q525,86,0.006,92787
Q540,343,0.023,148012
Q670,555,0.036000000000000004,369313
Q792,311,0.015,61973
Q018,173,0.013000000000000001,90720
Q026,104,0.006,66530
Q031,210,0.015,116551
Q041,139,0.009000000000000001,64829
Q046,60,0.002,27017
Q067,107,0.008,101741
Q074,178,0.012,181505
Q094,145,0.01,66377
Q098,147,0.009000000000000001,39915
Q115,270,0.013000000000000001,121707
Q133,355,0.017,174399
Q158,48,0.003,53487
Q159,239,0.013999999999999999,128486
Q162,53,0.004,37541
Q172,83,0.006,90097
Q173,90,0.006,70842
Q178,90,0.005,45674
Q186,148,0.005,45261
Q188,115,0.006999999999999999,50553
Q191,171,0.012,60959
Q203,74,0.005,54950
Q205,169,0.01,47617
Q213,50,0.002,22044
Q216,81,0.006,97717
Q221,85,0.005,55827
Q266,79,0.005,53594
Q415,54,0.005,212928
Q430,127,0.01,564219
Q435,206,0.016,608950
Q495,43,0.004,158458
Q566,81,0.005,90549
Q042,105,0.005,79016
Q043,93,0.005,125214
Q045,131,0.006999999999999999,53661
Q047,152,0.006999999999999999,38800
Q051,261,0.012,59426
Q053,126,0.006,78225
Q056,82,0.005,36993
Q060,91,0.006,103991
Q062,205,0.013999999999999999,206877
Q063,159,0.01,202911
Q064,82,0.005,56772
Q065,166,0.009000000000000001,91770
Q066,292,0.018000000000000002,125206
Q090,126,0.008,104116
Q096,346,0.02,107373
Q097,72,0.004,53485
Q100,76,0.005,79586
Q104,146,0.006999999999999999,91552
Q105,122,0.006999999999999999,108041
Q106,303,0.015,117250
Q108,123,0.009000000000000001,163603
Q114,163,0.01,136876
Q123,280,0.015,177252
Q124,392,0.028999999999999998,461606
Q137,122,0.009000000000000001,226198
Q146,304,0.015,204871
Q155,191,0.011000000000000001,117974
0,,,
Q183,201,0.011000000000000001,135248
Q197,352,0.015,166819
0,,,
Q202,65,0.005,69636
Q207,179,0.01,136320
Q210,95,0.006999999999999999,190954
Q215,171,0.01,104618
Q223,230,0.011000000000000001,160568
Q225,129,0.006,74546
Q226,90,0.006,144370
Q232,605,0.037000000000000005,540951
Q253,197,0.01,103309
Q254,441,0.024,278529
Q260,208,0.016,85121
Q262,62,0.004,34941
0,,,
Q282,350,0.026000000000000002,81889
Q302,1521,0.055999999999999994,83628
Q306,872,0.046,122076
Q308,709,0.043,95649
Q309,496,0.026000000000000002,56996
0,,,
0,,,
0,,,
Q323,189,0.013999999999999999,139419
0,,,
Q333,280,0.016,120158
0,,,
Q400,133,0.008,162371
Q410,133,0.008,205492
Q465,213,0.011000000000000001,110615
Q475,96,0.008,335667
Q480,148,0.011000000000000001,496812
Q650,309,0.021,189077
Q008,86,0.005,70236
Q030,138,0.006,75708
Q040,401,0.021,200819
Q048,115,0.006,41686
Q050,119,0.008,105120
Q054,170,0.009000000000000001,96973
Q055,144,0.008,102401
Q072,200,0.012,161726
Q080,149,0.006,90482
Q082,190,0.01,119005
Q086,98,0.006,92467
Q099,96,0.006,71562
Q101,289,0.018000000000000002,185018
Q117,313,0.022000000000000002,356348
Q121,68,0.005,65200
Q139,77,0.005,62260
Q140,75,0.004,58562
Q144,244,0.013000000000000001,173996
Q157,54,0.003,58554
Q160,219,0.013000000000000001,163341
Q161,162,0.01,130699
0,,,
Q174,87,0.005,50532
Q175,239,0.013999999999999999,155737
Q182,176,0.009000000000000001,149923
Q190,66,0.004,52296
Q196,159,0.011000000000000001,107667
Q206,142,0.008,90683
Q217,126,0.008,149455
Q220,77,0.003,36898
Q284,128,0.01,31101
Q303,253,0.013000000000000001,25814
Q310,490,0.026000000000000002,42645
0,,,
0,,,
0,,,
0,,,
0,,,
Q440,210,0.017,765697
Q470,79,0.005,118547
Q505,126,0.009000000000000001,415332
Q620,167,0.013000000000000001,449148
Q680,40,0.003,24788
0,,,
Q687,285,0.019,114978
Q690,107,0.006999999999999999,61406
Q896,69,0.005,20724
Q015,133,0.006999999999999999,59823
Q033,64,0.004,64781
Q034,79,0.004,38387
Q035,144,0.009000000000000001,87443
Q036,352,0.02,168528
Q037,131,0.006999999999999999,78406
Q038,52,0.003,16393
Q052,269,0.013999999999999999,160719
Q059,136,0.008,111303
Q095,441,0.03,564920
Q109,50,0.004,62988
Q116,230,0.013999999999999999,204477
Q118,105,0.006,68660
Q131,111,0.006999999999999999,86560
Q132,193,0.01,73876
Q134,47,0.002,22791
Q135,92,0.005,105574
Q136,53,0.003,38431
Q138,60,0.004,55138
Q147,162,0.011000000000000001,147434
Q156,149,0.009000000000000001,122023
Q176,151,0.01,104894
Q181,78,0.004,32407
Q192,178,0.011000000000000001,121681
Q195,94,0.005,66470
Q208,87,0.005,63612
Q231,119,0.008,95670
Q238,71,0.005,110051
Q248,74,0.005,26346
Q251,103,0.005,39736
Q259,184,0.013999999999999999,95644
Q265,119,0.008,47859
Q268,335,0.019,180691
Q270,84,0.005,53577
Q272,172,0.011000000000000001,68943
Q283,91,0.006,27069
Q295,228,0.015,85360
0,,,
0,,,
0,,,
0,,,
0,,,
Q492,303,0.019,148538
Q494,226,0.016,119737
Q496,128,0.009000000000000001,63615
Q498,133,0.009000000000000001,65096
Q002,110,0.006,71254
Q010,113,0.006999999999999999,104908
Q011,125,0.009000000000000001,149006
Q017,117,0.006,81982
Q069,136,0.01,170093
Q070,97,0.006,101533
Q076,131,0.005,81096
Q078,60,0.002,15188
Q084,264,0.013000000000000001,107842
Q085,258,0.013000000000000001,119449
Q092,155,0.009000000000000001,132672
Q111,97,0.004,37962
Q112,211,0.009000000000000001,100585
Q122,72,0.005,99302
Q126,104,0.005,64702
Q127,190,0.012,227030
Q141,52,0.003,52435
Q145,138,0.01,262547
Q148,64,0.004,73426
Q149,329,0.021,384304
Q150,52,0.003,64719
Q151,116,0.005,63567
Q152,218,0.015,282748
Q166,155,0.01,166356
Q171,66,0.003,43203
Q204,309,0.016,242285
Q212,105,0.006,75045
Q222,370,0.023,126689
Q227,70,0.004,103208
Q228,268,0.013999999999999999,102487
Q230,166,0.01,159544
Q234,64,0.004,44388
Q235,132,0.005,14470
0,,,
Q286,292,0.015,70866
Q301,2980,0.17,369546
Q445,69,0.005,215404
Q450,63,0.004,202692
Q501,77,0.004,50103
Q502,289,0.016,281582
Q555,68,0.004,58761
Q575,113,0.009000000000000001,72805
Q580,227,0.013000000000000001,97318
R001,122,0.008,65959
R002,76,0.004,70763
R003,101,0.006,84942
R004,139,0.006,110073
R005,70,0.004,15645
R006,94,0.005,82553
R007,114,0.006,132907
R008,72,0.004,32783
R011,147,0.006999999999999999,42963
R013,90,0.006,67434
R014,138,0.008,87231
R016,144,0.008,146870
R018,82,0.004,46962
R019,147,0.008,96702
R020,562,0.034,265049
R021,233,0.015,126894
R022,93,0.006,115922
R023,90,0.005,50396
R024,206,0.012,310070
R026,145,0.006,27587
R027,517,0.026000000000000002,520914
R029,88,0.005,55919
R030,126,0.006999999999999999,105243
R031,129,0.006,69482
R032,115,0.006999999999999999,105346
R034,59,0.004,69782
R035,127,0.009000000000000001,44232
R036,63,0.003,58281
R038,194,0.009000000000000001,75845
R039,181,0.012,91740
R041,126,0.006999999999999999,84379
R042,128,0.006999999999999999,125752
R044,130,0.006,108323
R045,193,0.012,192348
R046,164,0.006999999999999999,51254
R047,73,0.005,33033
R048,107,0.006999999999999999,48269
R049,295,0.015,265903
R050,75,0.004,45737
R051,136,0.008,159407
R052,253,0.011000000000000001,165241
R053,80,0.004,55247
R054,75,0.005,65753
R055,164,0.009000000000000001,115501
R056,85,0.005,65288
R057,181,0.006999999999999999,123296
R058,47,0.002,34977
R060,217,0.011000000000000001,190900
R061,212,0.013000000000000001,288447
R063,503,0.024,69901
R064,564,0.028999999999999998,75538
R065,463,0.023,68498
R069,153,0.008,131132
R072,65,0.004,119466
0,,,
R075,60,0.004,76449
R080,85,0.005,110818
R440,58,0.004,125236
R445,142,0.009000000000000001,321250
R450,148,0.01,408131
R455,106,0.008,408501
R460,73,0.005,242640
R470,367,0.017,59120
R600,417,0.021,307901
R605,283,0.02,270748
0,,,
K045,220,0.011000000000000001,163779
K075,114,0.006,73302
K086,371,0.021,198785
K106,177,0.008,104640
K116,258,0.013000000000000001,131491
K123,173,0.01,151988
K145,147,0.008,134928
K151,207,0.011000000000000001,91079
K162,94,0.005,65548
0,,,
K274,61,0.003,46205
K291,315,0.013999999999999999,216314
K296,270,0.012,146671
K299,111,0.005,52870
K347,291,0.013999999999999999,156715
K349,160,0.008,88617
K376,476,0.025,263995
K377,243,0.013000000000000001,206885
K383,66,0.005,84533
K384,67,0.003,46273
K403,330,0.021,97896
0,,,
K545,160,0.01,111634
K549,293,0.017,123971
K552,246,0.013999999999999999,113507
K554,165,0.01,42449
K556,233,0.013999999999999999,114130
K564,625,0.033,239376
