,per_student_2012,percent_of_all_expenditures_2012,total_expenditure_2012
K153,137,0.006999999999999999,74802
K177,208,0.013000000000000001,196136
K188,52,0.003,29813
K199,107,0.005,54259
K209,92,0.005,66339
K212,109,0.006,67296
K215,89,0.005,68170
K216,232,0.012,126524
K225,44,0.002,40211
K226,78,0.004,73927
K228,407,0.022000000000000002,335837
K238,100,0.004,58774
K239,133,0.01,170186
K253,200,0.012,147240
K281,52,0.003,63758
K288,64,0.003,32812
K303,90,0.005,57894
K329,112,0.005,53886
K337,527,0.031,180916
K344,252,0.016,121419
K348,343,0.021,126870
K400,,,
K410,121,0.009000000000000001,312729
K468,74,0.005,35070
K525,78,0.005,312711
K540,177,0.011000000000000001,383617
K559,146,0.008,36616
K572,90,0.005,20294
K620,150,0.006999999999999999,143833
K690,84,0.005,73357
K728,314,0.017,60033
K014,98,0.004,59845
K052,187,0.01,146020
K078,54,0.003,57600
K109,95,0.004,52620
K119,35,0.002,17249
K134,69,0.004,33147
K139,217,0.013999999999999999,229679
K152,260,0.015,225714
K193,126,0.006999999999999999,114053
K194,46,0.002,19876
K195,69,0.005,29374
K197,128,0.006,71190
K198,99,0.005,53564
K203,39,0.002,36623
K206,98,0.006999999999999999,133645
K207,22,0.001,26689
K217,86,0.005,117944
K222,58,0.003,48805
K234,115,0.008,215174
K236,88,0.005,55480
K240,44,0.002,44305
K245,202,0.009000000000000001,52742
K251,41,0.002,26299
K254,79,0.005,50751
K255,124,0.006,102942
K269,74,0.004,41316
K277,30,0.002,14325
K278,39,0.002,41184
K312,66,0.004,60983
K315,190,0.012,149232
K326,133,0.005,23739
K361,176,0.01,109170
K381,149,0.008,57676
K405,81,0.006999999999999999,311478
K425,143,0.01,438945
K495,106,0.006,204051
K535,107,0.008,109667
K555,91,0.006,57337
K585,,,
K041,65,0.003,41712
K055,,,
K073,273,0.013999999999999999,132749
K137,378,0.015,120076
K150,204,0.006999999999999999,47343
K155,47,0.002,25627
K156,119,0.006999999999999999,95681
K165,44,0.002,26016
K178,77,0.004,44145
K183,,,
K184,142,0.008,79458
K271,,,
K284,62,0.003,33357
K298,97,0.004,49601
K323,101,0.005,51607
K327,204,0.011000000000000001,148021
K332,440,0.013999999999999999,91487
K392,336,0.022000000000000002,104375
K401,1217,0.054000000000000006,208185
K493,95,0.006,55370
K514,308,0.017,112414
K518,95,0.004,23478
K522,357,0.021,87760
K631,76,0.004,30882
K634,48,0.002,9990
K643,409,0.019,83881
K644,435,0.024,146158
K645,,,
K646,868,0.04,238641
K647,357,0.018000000000000002,64639
K671,197,0.01,24027
K697,55,0.004,31331
Q005,99,0.005,147181
Q007,73,0.004,88211
Q012,58,0.004,75164
Q013,63,0.004,90534
Q014,89,0.006,142649
Q016,263,0.018000000000000002,439777
Q019,56,0.004,112990
Q028,121,0.006,63162
Q049,263,0.02,278335
Q058,92,0.006,93180
Q061,147,0.009000000000000001,340335
Q068,69,0.004,51944
Q071,357,0.02,350566
Q073,105,0.006,156610
Q077,63,0.004,70450
Q081,113,0.006,116013
Q087,82,0.004,47545
Q088,117,0.006,126708
Q089,184,0.012,344215
Q091,60,0.003,50338
Q093,198,0.012,256546
Q102,225,0.013999999999999999,268209
Q113,83,0.006,77458
Q119,85,0.005,76883
Q125,132,0.009000000000000001,217034
Q128,80,0.006,63529
Q143,237,0.016,394112
Q153,85,0.006,124337
Q199,92,0.005,94033
Q229,84,0.005,128575
Q239,57,0.003,44209
Q264,265,0.015,111370
Q267,191,0.011000000000000001,74179
Q290,513,0.024,65615
Q293,310,0.018000000000000002,139201
Q296,210,0.011000000000000001,76904
Q299,406,0.026000000000000002,256320
Q305,273,0.015,106849
Q307,444,0.03,334306
Q330,223,0.009000000000000001,49127
Q455,154,0.01,387327
Q485,119,0.006999999999999999,245570
Q520,256,0.016,127128
Q530,695,0.042,342612
Q550,104,0.006999999999999999,85782
Q560,421,0.025,253031
Q585,984,0.065,244151
Q600,546,0.031,746902
Q610,251,0.017,552716
Q744,1402,0.076,347739
Q877,83,0.004,38541
Q020,88,0.006,129311
Q021,79,0.005,96177
Q022,64,0.004,48208
Q024,54,0.003,45312
Q025,180,0.011000000000000001,153630
Q029,39,0.002,26184
Q032,50,0.003,43952
Q079,134,0.008,114740
Q107,145,0.006999999999999999,135632
Q120,78,0.005,67849
Q129,51,0.003,51601
Q130,152,0.008,51699
Q154,91,0.006,59699
Q163,51,0.003,29308
Q164,38,0.002,23455
Q165,410,0.016,264770
Q168,,,
Q169,293,0.015,111780
Q184,59,0.004,30258
Q185,35,0.002,43693
Q189,34,0.002,27288
Q193,215,0.011000000000000001,97585
Q194,36,0.002,39365
Q200,65,0.003,32409
Q201,122,0.005,59138
Q209,136,0.008,91594
Q214,257,0.013999999999999999,104142
Q219,108,0.005,67264
Q237,163,0.01,194147
Q242,172,0.008,67510
Q244,150,0.009000000000000001,55969
Q250,118,0.006,41527
Q252,131,0.009000000000000001,76707
Q263,488,0.028999999999999998,206126
Q281,189,0.013999999999999999,116305
Q285,178,0.012,105618
Q294,176,0.01,59214
Q425,74,0.005,269291
Q460,59,0.004,184544
Q499,63,0.004,30204
Q525,79,0.006,90239
Q540,303,0.017,122469
Q670,167,0.01,120413
Q792,199,0.011000000000000001,39328
Q018,27,0.002,14342
Q026,48,0.003,29655
Q031,38,0.002,19647
Q041,93,0.005,47368
Q046,168,0.006,83850
Q067,62,0.004,56435
Q074,123,0.006999999999999999,116566
Q094,178,0.011000000000000001,75908
Q098,39,0.002,9065
Q115,97,0.005,54603
Q133,55,0.003,25535
Q158,143,0.01,159891
Q159,57,0.003,30362
Q162,26,0.002,17648
Q172,74,0.005,71935
Q173,34,0.002,30771
Q178,34,0.002,17221
Q186,199,0.006,73455
Q188,42,0.003,23990
Q191,94,0.006,36756
Q203,37,0.002,29533
Q205,345,0.02,113992
Q213,25,0.001,11624
Q216,127,0.01,160017
Q221,23,0.001,14021
Q266,59,0.003,40977
Q415,74,0.006,288773
Q430,164,0.012,680196
Q435,60,0.005,143453
Q495,163,0.013000000000000001,540124
Q566,107,0.006999999999999999,125752
Q042,261,0.013000000000000001,154939
Q043,129,0.006999999999999999,160848
Q045,52,0.003,22161
Q047,229,0.011000000000000001,58621
Q051,96,0.005,27243
Q053,138,0.006,62103
Q056,97,0.005,42491
Q060,39,0.003,48970
Q062,82,0.006,77379
Q063,206,0.013000000000000001,276734
Q064,27,0.002,17666
Q065,105,0.005,51319
Q066,361,0.022000000000000002,188762
Q090,120,0.006999999999999999,105216
Q096,188,0.011000000000000001,63574
Q097,45,0.003,32289
Q100,91,0.005,90228
Q104,91,0.004,57658
Q105,28,0.001,25641
Q106,89,0.004,28052
Q108,101,0.006999999999999999,142251
Q114,70,0.004,54236
Q123,172,0.009000000000000001,116921
Q124,153,0.011000000000000001,187728
Q137,133,0.009000000000000001,264776
Q146,131,0.006999999999999999,95453
Q155,109,0.006,62997
Q180,,,
Q183,67,0.004,42603
Q197,132,0.006,67670
Q198,,,
Q202,57,0.004,63335
Q207,76,0.004,61053
Q210,76,0.005,157132
Q215,90,0.005,61304
Q223,438,0.023,316477
Q225,,,
Q226,87,0.005,115056
Q232,142,0.009000000000000001,151455
Q253,84,0.004,41423
Q254,87,0.005,56681
Q260,28,0.002,12262
Q262,84,0.005,53709
Q273,98,0.004,13196
Q282,544,0.037000000000000005,143578
Q302,321,0.019,99659
Q306,293,0.016,104785
Q308,136,0.01,78391
Q309,189,0.013000000000000001,99731
Q317,199,0.011000000000000001,84132
Q318,172,0.01,34478
Q319,578,0.033,158818
Q323,147,0.013000000000000001,156315
Q324,1302,0.071,264325
Q333,165,0.01,90864
Q351,1613,0.064,158103
Q400,109,0.006,111868
Q410,402,0.02,274686
Q465,,,
Q475,197,0.013000000000000001,510287
Q480,158,0.011000000000000001,533481
Q650,183,0.013000000000000001,168652
Q008,137,0.006999999999999999,103163
Q030,334,0.012,96126
Q040,116,0.006,63993
Q048,56,0.003,22247
Q050,72,0.004,56300
Q054,69,0.004,37792
Q055,121,0.006999999999999999,73182
Q072,92,0.005,78656
Q080,69,0.003,41993
Q082,111,0.006,73016
Q086,288,0.017,262272
Q099,172,0.009000000000000001,140118
Q101,29,0.002,19152
Q117,153,0.01,183950
Q121,135,0.009000000000000001,123181
Q139,50,0.003,43609
Q140,35,0.002,22600
Q144,98,0.005,69270
Q157,110,0.006999999999999999,137491
Q160,59,0.003,43682
Q161,76,0.004,58213
Q167,203,0.012,69526
Q174,83,0.005,51775
Q175,142,0.01,100823
Q182,78,0.004,65256
Q190,47,0.003,46687
Q196,128,0.009000000000000001,82034
Q206,111,0.006,68585
Q217,375,0.025,625801
Q220,270,0.013999999999999999,164716
Q284,332,0.024,162483
Q303,359,0.021,75470
Q310,232,0.015,122546
Q325,450,0.024,89916
Q328,869,0.045,153787
Q338,137,0.009000000000000001,34427
Q350,1068,0.057999999999999996,239289
Q354,294,0.016,77200
Q440,46,0.004,175707
Q470,238,0.012,134368
Q505,171,0.012,530945
Q620,240,0.017,541563
Q680,10,0.001,8043
Q686,111,0.008,73415
Q687,74,0.005,30759
Q690,106,0.006,57006
Q896,49,0.004,25106
Q015,126,0.006999999999999999,50254
Q033,42,0.003,44257
Q034,97,0.005,50363
Q035,94,0.006,64088
Q036,57,0.003,25593
Q037,99,0.005,56909
Q038,88,0.004,23423
Q052,162,0.009000000000000001,94385
Q059,140,0.008,93322
Q095,141,0.009000000000000001,199301
Q109,168,0.011000000000000001,181689
Q116,49,0.003,37429
Q118,101,0.005,60742
Q131,44,0.003,36308
Q132,110,0.006,43255
Q134,140,0.006,71257
Q135,94,0.005,99405
Q136,18,0.001,11322
Q138,56,0.003,47764
Q147,22,0.001,16191
Q156,45,0.002,29308
Q176,70,0.005,54313
Q181,40,0.002,16317
Q192,36,0.002,22913
Q195,68,0.004,48235
Q208,19,0.001,13661
Q231,125,0.006,79202
Q238,68,0.004,106973
Q248,131,0.009000000000000001,57983
Q251,115,0.006,38341
Q259,99,0.006999999999999999,55216
Q265,168,0.01,74414
Q268,137,0.008,84107
Q270,64,0.004,42917
Q272,127,0.009000000000000001,60238
Q283,210,0.013999999999999999,99512
Q295,90,0.006,51467
Q326,343,0.017,50441
Q327,214,0.012,35078
Q355,738,0.043,121104
Q356,1141,0.061,163116
Q420,,,
Q492,181,0.011000000000000001,74612
Q494,189,0.013000000000000001,85950
Q496,159,0.009000000000000001,56129
Q498,76,0.005,36411
Q002,136,0.008,94421
Q010,95,0.006,89352
Q011,104,0.006999999999999999,134487
Q017,78,0.004,44011
Q069,66,0.005,83925
Q070,190,0.013000000000000001,209052
Q076,109,0.004,64210
Q078,154,0.008,40693
Q084,223,0.012,88191
Q085,277,0.015,157075
Q092,85,0.005,77086
Q111,199,0.008,87177
Q112,72,0.003,35989
Q122,40,0.003,55846
Q126,116,0.005,63987
Q127,222,0.013999999999999999,316373
Q141,137,0.009000000000000001,153245
Q145,82,0.005,166308
Q148,58,0.004,63670
Q149,174,0.011000000000000001,210442
Q150,92,0.005,116036
Q151,113,0.004,60086
Q152,426,0.028999999999999998,560920
Q166,72,0.004,80522
Q171,71,0.004,41924
Q204,209,0.011000000000000001,154201
Q212,82,0.005,64538
Q222,303,0.019,103043
Q227,78,0.005,126542
Q228,34,0.002,12859
Q230,178,0.01,172556
Q234,43,0.002,29432
Q235,361,0.016,54910
Q280,888,0.032,191888
Q286,108,0.006999999999999999,53590
Q301,696,0.047,291791
Q445,178,0.013000000000000001,523324
Q450,101,0.006,340515
Q501,79,0.005,59657
Q502,130,0.006999999999999999,119027
Q555,57,0.003,52966
Q575,69,0.005,48846
Q580,190,0.011000000000000001,83778
R001,116,0.006999999999999999,63851
R002,108,0.006,107426
R003,75,0.004,73418
R004,197,0.006999999999999999,156908
R005,170,0.009000000000000001,36580
R006,62,0.003,49793
R007,89,0.006,105654
R008,37,0.002,16805
R011,44,0.002,13310
R013,75,0.004,59615
R014,120,0.006,81555
R016,249,0.012,212915
R018,94,0.004,58495
R019,69,0.004,43340
R020,254,0.013999999999999999,129632
R021,61,0.003,28456
R022,66,0.004,70633
R023,107,0.005,56586
R024,42,0.002,59980
R026,137,0.005,20112
R027,31,0.002,32986
R029,67,0.004,51621
R030,54,0.003,44623
R031,44,0.002,21082
R032,45,0.003,35907
R034,60,0.004,66202
R035,62,0.004,21140
R036,38,0.002,35939
R038,79,0.004,29462
R039,51,0.003,27858
R041,63,0.003,44101
R042,48,0.003,47549
R044,48,0.002,43206
R045,81,0.005,77888
R046,124,0.006,39938
R047,151,0.009000000000000001,80154
R048,157,0.011000000000000001,86491
R049,128,0.006,110173
R050,81,0.004,63066
R051,65,0.003,58358
R052,82,0.004,50290
R053,91,0.004,59365
R054,33,0.002,29540
R055,75,0.004,52706
R056,68,0.004,52016
R057,146,0.006,101515
R058,103,0.005,80986
R060,269,0.013000000000000001,263282
R061,39,0.002,49681
R063,147,0.008,64982
R064,50,0.003,20380
R065,275,0.013999999999999999,89638
R069,44,0.002,40406
R072,87,0.005,129305
R074,197,0.01,32836
R075,164,0.009000000000000001,220308
R080,100,0.006,130529
R440,227,0.015,603017
R445,114,0.006999999999999999,245970
R450,60,0.004,153548
R455,173,0.013000000000000001,669857
R460,127,0.009000000000000001,409877
R470,679,0.032,121454
R600,282,0.013999999999999999,190170
R605,170,0.013000000000000001,187665
R861,134,0.008,96112
K045,320,0.018000000000000002,260461
K075,30,0.002,19844
K086,197,0.011000000000000001,101272
K106,37,0.002,23249
K116,242,0.012,126817
K123,211,0.012,188009
K145,123,0.006999999999999999,107641
K151,79,0.004,35025
K162,111,0.005,59066
K168,1981,0.057,85193
K274,55,0.003,34487
K291,57,0.003,36721
K296,328,0.013999999999999999,134996
K299,148,0.006999999999999999,66137
K347,131,0.006,65663
K349,70,0.003,32492
K376,399,0.022000000000000002,255626
K377,45,0.002,31215
K383,98,0.006999999999999999,82974
K384,52,0.003,38382
K403,66,0.003,23785
K480,,,
K545,292,0.017,176703
K549,448,0.024,194409
K552,123,0.006,48802
K554,135,0.009000000000000001,35428
K556,133,0.006999999999999999,61461
K564,509,0.026000000000000002,194573
