,per_student_2010,percent_of_all_expenditures_2010,total_expenditure_2010
K226,186,0.008,148236
K228,434,0.024,378145
K238,234,0.008,122350
K239,99,0.006999999999999999,127050
K253,218,0.013000000000000001,144371
K281,175,0.011000000000000001,232028
K288,232,0.01,127504
K303,84,0.005,62929
K329,188,0.008,105182
K337,429,0.026000000000000002,139828
K344,237,0.016,111506
K348,570,0.033,198334
K400,766,0.013000000000000001,65894
K410,311,0.022000000000000002,788319
K468,177,0.011000000000000001,57933
K525,105,0.006999999999999999,415944
K540,154,0.011000000000000001,424097
K559,512,0.023,78348
K572,241,0.012,38863
K620,223,0.012,304838
K690,107,0.006,93367
K728,618,0.026000000000000002,111194
K014,184,0.008,130292
K052,167,0.008,127129
K078,101,0.006,115428
K109,90,0.004,57221
K119,305,0.019,156986
K134,82,0.004,38692
K139,296,0.019,324032
K152,306,0.02,262847
K193,139,0.008,115366
K194,335,0.015,154203
K195,182,0.011000000000000001,71495
K197,163,0.006999999999999999,83085
K198,332,0.019,212736
K203,119,0.006999999999999999,110872
K206,143,0.009000000000000001,193281
K207,235,0.015,276812
K217,150,0.009000000000000001,192878
K222,99,0.005,86223
K234,223,0.016,415166
K236,140,0.008,88160
K240,173,0.011000000000000001,200318
K245,338,0.015,70626
K251,234,0.012,154498
K254,82,0.005,49106
K255,101,0.005,78442
K269,160,0.008,88784
K277,72,0.004,33624
K278,83,0.005,79696
K312,191,0.01,177199
K315,181,0.011000000000000001,145094
K326,125,0.005,31166
K361,129,0.006999999999999999,81114
K381,92,0.005,40789
K405,142,0.012,557503
K425,70,0.005,228981
K495,110,0.006999999999999999,250282
K535,115,0.009000000000000001,120544
K555,219,0.015,128406
0,,,
K041,64,0.003,44527
0,,,
K073,126,0.006,63377
K137,62,0.003,22514
K150,236,0.01,86320
K155,61,0.003,34816
K156,150,0.009000000000000001,127556
K165,162,0.009000000000000001,105242
K178,227,0.013000000000000001,146098
0,,,
K184,95,0.005,49931
0,,,
K284,137,0.006999999999999999,74739
K298,123,0.006,69774
K323,184,0.01,107497
K327,271,0.015,211480
K332,77,0.003,38377
K392,185,0.013000000000000001,60069
0,,,
K493,74,0.005,44787
K514,160,0.01,67633
K518,82,0.004,22548
K522,93,0.005,20316
K631,277,0.015,126966
K634,140,0.006999999999999999,29067
K643,378,0.018000000000000002,75309
K644,35,0.002,5102
K645,97,0.005,19124
K646,1028,0.051,279708
K647,264,0.011000000000000001,50436
0,,,
K697,203,0.012,118061
Q005,339,0.019,514146
Q007,444,0.024,546086
Q012,111,0.006999999999999999,137284
Q013,140,0.009000000000000001,185742
Q014,102,0.006,152205
Q016,267,0.018000000000000002,396529
Q019,63,0.004,124408
Q028,142,0.008,72182
Q049,166,0.011000000000000001,117331
Q058,128,0.008,123305
Q061,181,0.011000000000000001,377056
Q068,69,0.004,55923
Q071,183,0.01,181397
Q073,216,0.013999999999999999,359273
Q077,81,0.005,92138
Q081,138,0.008,156933
Q087,151,0.006999999999999999,86018
Q088,89,0.004,96520
Q089,106,0.006999999999999999,181605
Q091,85,0.004,74698
Q093,147,0.01,192322
Q102,191,0.012,195113
Q113,259,0.015,180333
Q119,87,0.006,96106
Q125,76,0.005,123183
Q128,44,0.003,23715
Q143,421,0.027999999999999997,599356
Q153,72,0.005,102429
Q199,121,0.006999999999999999,123134
Q229,83,0.005,110597
Q239,67,0.004,53058
Q264,299,0.017,118842
Q267,228,0.012,81919
0,,,
Q293,418,0.022000000000000002,92345
Q296,501,0.026000000000000002,129826
Q299,439,0.024,200393
Q305,127,0.006999999999999999,31814
Q307,505,0.034,247338
0,,,
Q455,119,0.009000000000000001,357973
Q485,76,0.005,202468
Q520,110,0.006999999999999999,50111
Q530,334,0.021,159708
Q550,118,0.006999999999999999,90093
Q560,86,0.005,47608
0,,,
Q600,400,0.023,511917
Q610,281,0.019,588841
Q744,141,0.006,28150
Q877,126,0.006999999999999999,57954
Q020,159,0.01,225212
Q021,89,0.005,92967
Q022,184,0.012,145273
Q024,115,0.006999999999999999,93883
Q025,55,0.003,45606
Q029,122,0.006999999999999999,79446
Q032,64,0.004,46405
Q079,94,0.006,76295
Q107,99,0.005,92618
Q120,77,0.005,65376
Q129,59,0.004,55803
Q130,250,0.012,76722
Q154,159,0.01,100529
Q163,132,0.006999999999999999,72015
Q164,120,0.006999999999999999,76254
Q165,215,0.009000000000000001,128613
0,,,
Q169,92,0.005,35371
Q184,70,0.004,33093
Q185,98,0.006,105095
Q189,135,0.008,101428
Q193,120,0.006,60691
Q194,58,0.004,64892
Q200,176,0.008,84506
Q201,366,0.013999999999999999,163351
Q209,97,0.005,55273
Q214,218,0.012,94630
Q219,217,0.01,133499
Q237,77,0.005,89592
Q242,296,0.013000000000000001,110849
Q244,252,0.015,54991
Q250,60,0.003,23440
Q252,320,0.022000000000000002,134549
Q263,218,0.013999999999999999,85487
Q281,68,0.005,36957
Q285,330,0.023,185178
Q294,175,0.01,54710
Q425,188,0.013000000000000001,585412
Q460,131,0.009000000000000001,359687
Q499,142,0.009000000000000001,68650
Q525,126,0.009000000000000001,139553
Q540,274,0.016,115696
Q670,180,0.012,130459
Q792,294,0.013999999999999999,60221
Q018,53,0.004,25963
Q026,62,0.003,38048
Q031,86,0.006,47521
Q041,60,0.004,30312
Q046,111,0.004,51888
Q067,55,0.004,52601
Q074,103,0.006,105037
Q094,142,0.009000000000000001,63243
Q098,154,0.009000000000000001,42901
Q115,184,0.009000000000000001,89924
Q133,81,0.004,39313
Q158,51,0.004,54133
Q159,88,0.005,47925
Q162,56,0.004,39391
Q172,129,0.009000000000000001,133102
Q173,82,0.005,65613
Q178,82,0.005,41126
Q186,201,0.006999999999999999,69404
Q188,317,0.019,172040
Q191,178,0.011000000000000001,65300
Q203,85,0.006,67429
Q205,92,0.005,26817
Q213,50,0.003,23330
Q216,151,0.012,192777
Q221,57,0.004,36043
Q266,66,0.004,43640
Q415,68,0.006,274850
Q430,139,0.011000000000000001,621681
Q435,118,0.009000000000000001,331208
Q495,170,0.013999999999999999,609431
Q566,117,0.008,137124
Q042,124,0.006,88391
Q043,111,0.006,147947
Q045,73,0.004,32459
Q047,165,0.008,40108
Q051,141,0.006999999999999999,35127
Q053,99,0.005,54293
Q056,92,0.005,41746
Q060,95,0.006,115467
Q062,155,0.011000000000000001,155334
Q063,56,0.003,70239
Q064,81,0.005,54478
Q065,141,0.006999999999999999,77803
Q066,216,0.013000000000000001,100913
Q090,78,0.005,67135
Q096,162,0.009000000000000001,53713
Q097,62,0.004,46883
Q100,136,0.008,139405
Q104,181,0.009000000000000001,117778
Q105,108,0.006,103002
Q106,220,0.012,87147
Q108,80,0.005,108623
Q114,126,0.006999999999999999,101490
Q123,151,0.008,97748
Q124,321,0.023,385299
Q137,150,0.011000000000000001,287818
Q146,140,0.006999999999999999,98487
Q155,232,0.013000000000000001,147725
0,,,
Q183,161,0.009000000000000001,108400
Q197,187,0.008,95981
0,,,
Q202,72,0.005,78477
Q207,90,0.005,69397
Q210,82,0.006,167102
Q215,126,0.006999999999999999,81828
Q223,251,0.012,168787
Q225,128,0.005,29672
Q226,72,0.004,105466
Q232,378,0.023,349003
Q253,250,0.013000000000000001,137988
Q254,114,0.006,70807
Q260,148,0.01,62412
Q262,72,0.005,40568
0,,,
Q282,228,0.016,57750
Q302,718,0.043,122748
Q306,251,0.015,56475
Q308,605,0.04,167069
Q309,376,0.025,94655
Q317,411,0.024,119280
Q318,1730,0.083,124590
Q319,2062,0.08199999999999999,152561
Q323,62,0.005,52237
0,,,
Q333,261,0.016,140896
0,,,
Q400,103,0.006,125354
Q410,100,0.006,131384
Q465,201,0.01,55267
Q475,73,0.006,230717
Q480,75,0.005,243246
Q650,256,0.017,214065
Q008,220,0.011000000000000001,157206
Q030,120,0.006,69328
Q040,234,0.012,127494
Q048,60,0.003,22461
Q050,167,0.011000000000000001,153610
Q054,131,0.006999999999999999,74551
Q055,145,0.009000000000000001,106783
Q072,236,0.013000000000000001,189703
Q080,141,0.006,89936
Q082,102,0.005,63704
Q086,87,0.005,80393
Q099,130,0.006999999999999999,100936
Q101,156,0.009000000000000001,100660
Q117,327,0.022000000000000002,384819
Q121,82,0.005,81896
Q139,85,0.006,74711
Q140,48,0.003,37859
Q144,102,0.005,71431
Q157,64,0.004,69066
Q160,158,0.009000000000000001,122716
Q161,84,0.005,67806
0,,,
Q174,59,0.003,35921
Q175,210,0.013000000000000001,148333
Q182,228,0.012,197209
Q190,48,0.003,42032
Q196,106,0.006999999999999999,68193
Q206,110,0.006,69918
Q217,81,0.005,106878
Q220,140,0.006,71054
Q284,235,0.017,77067
Q303,301,0.016,39719
Q310,108,0.006999999999999999,17426
0,,,
0,,,
0,,,
0,,,
0,,,
Q440,118,0.009000000000000001,454177
Q470,79,0.005,116315
Q505,112,0.008,347819
Q620,192,0.013999999999999999,498725
Q680,47,0.004,30296
0,,,
Q687,210,0.013999999999999999,86968
Q690,53,0.003,29730
Q896,89,0.006999999999999999,32865
Q015,82,0.004,35852
Q033,78,0.005,81517
Q034,35,0.002,18629
Q035,105,0.006,65337
Q036,146,0.008,68497
Q037,85,0.005,49595
Q038,55,0.002,14172
Q052,198,0.01,110501
Q059,94,0.006,77789
Q095,149,0.01,199488
Q109,68,0.005,77707
Q116,210,0.013000000000000001,193528
Q118,101,0.005,68848
Q131,149,0.009000000000000001,115243
Q132,142,0.008,56250
Q134,94,0.004,47905
Q135,101,0.006,117700
Q136,83,0.005,59659
Q138,67,0.004,60290
Q147,202,0.013000000000000001,173545
Q156,98,0.006,78298
Q176,177,0.011000000000000001,134465
Q181,68,0.004,29579
Q192,111,0.006999999999999999,83072
Q195,93,0.005,64322
Q208,155,0.009000000000000001,113860
Q231,140,0.009000000000000001,129974
Q238,109,0.006999999999999999,178067
Q248,95,0.006,35396
Q251,139,0.006999999999999999,51731
Q259,128,0.009000000000000001,67655
Q265,51,0.003,21216
Q268,191,0.01,107670
Q270,131,0.008,84337
Q272,128,0.008,55838
Q283,63,0.004,24033
Q295,106,0.006999999999999999,54671
0,,,
0,,,
0,,,
0,,,
0,,,
Q492,203,0.012,95384
Q494,207,0.013999999999999999,103816
Q496,144,0.01,68625
Q498,140,0.008,66346
Q002,117,0.006,75525
Q010,107,0.006999999999999999,102484
Q011,77,0.005,94795
Q017,159,0.008,107242
Q069,327,0.022000000000000002,412657
Q070,118,0.008,125382
Q076,98,0.003,58840
Q078,115,0.005,28425
Q084,103,0.005,42551
Q085,126,0.006,64483
Q092,75,0.004,64894
Q111,83,0.004,36663
Q112,218,0.009000000000000001,107020
Q122,57,0.004,79871
Q126,112,0.006,69972
Q127,167,0.01,213717
Q141,111,0.006999999999999999,110422
Q145,104,0.006999999999999999,204074
Q148,82,0.005,93800
Q149,189,0.012,222752
Q150,90,0.005,111938
Q151,138,0.006,83601
Q152,143,0.009000000000000001,186366
Q166,218,0.013000000000000001,234654
Q171,320,0.016,207938
Q204,337,0.017,254507
Q212,76,0.004,59231
Q222,555,0.03,182600
Q227,68,0.004,100640
Q228,180,0.009000000000000001,70855
Q230,200,0.012,189443
Q234,105,0.006,72318
Q235,107,0.005,17506
0,,,
Q286,49,0.003,16395
Q301,998,0.055999999999999994,218540
Q445,127,0.009000000000000001,392503
Q450,101,0.006,331889
Q501,74,0.005,53730
Q502,144,0.008,141721
Q555,89,0.006,81459
Q575,79,0.006,55765
Q580,252,0.013999999999999999,106829
R001,135,0.008,72578
R002,35,0.002,32233
R003,83,0.004,76375
R004,351,0.013999999999999999,278165
R005,120,0.006,24546
R006,157,0.008,136158
R007,104,0.006,120152
R008,66,0.003,27518
R011,166,0.008,47771
R013,129,0.008,98296
R014,156,0.009000000000000001,105799
R016,269,0.013999999999999999,286074
R018,197,0.008,116742
R019,246,0.013999999999999999,158480
R020,383,0.023,196269
R021,299,0.018000000000000002,151491
R022,69,0.004,82866
R023,56,0.003,29826
R024,131,0.006999999999999999,193211
R026,129,0.005,22181
R027,245,0.013000000000000001,275066
R029,50,0.003,34359
R030,60,0.003,50066
R031,127,0.006,70149
R032,79,0.004,68422
R034,59,0.003,68193
R035,98,0.006999999999999999,33892
R036,130,0.006999999999999999,116447
R038,339,0.015,137256
R039,181,0.011000000000000001,93701
R041,157,0.009000000000000001,109264
R042,111,0.006,112414
R044,241,0.011000000000000001,212264
R045,100,0.006,100368
R046,99,0.004,30329
R047,103,0.006,50571
R048,141,0.01,70280
R049,102,0.005,89975
R050,118,0.006,78795
R051,94,0.005,101273
R052,280,0.012,186725
R053,165,0.008,117664
R054,74,0.004,66108
R055,170,0.009000000000000001,119468
R056,140,0.006999999999999999,107552
R057,126,0.005,80588
R058,192,0.009000000000000001,146984
R060,266,0.013000000000000001,243820
R061,116,0.006999999999999999,154215
R063,354,0.017,102633
R064,232,0.012,46601
R065,129,0.006,27578
R069,110,0.005,101879
R072,68,0.004,120011
0,,,
R075,192,0.011000000000000001,245578
R080,80,0.005,105316
R440,149,0.01,341958
R445,186,0.012,420936
R450,165,0.011000000000000001,437661
R455,117,0.009000000000000001,455308
R460,132,0.009000000000000001,435649
R470,491,0.023,83438
R600,425,0.022000000000000002,320170
R605,296,0.02,300873
R861,507,0.026000000000000002,151517
K045,106,0.006,80760
K075,147,0.008,93774
K086,276,0.016,148018
K106,175,0.008,110981
K116,440,0.021,225159
K123,270,0.016,242638
K145,76,0.004,68666
K151,60,0.003,25773
K162,105,0.006,66001
0,,,
K274,112,0.006,82079
K291,202,0.009000000000000001,133062
K296,255,0.013000000000000001,140749
K299,130,0.006,61190
K347,102,0.005,55384
K349,162,0.008,83946
K376,352,0.018000000000000002,214728
K377,128,0.006999999999999999,102966
K383,72,0.005,81276
K384,54,0.003,39130
K403,459,0.026000000000000002,170674
0,,,
K545,115,0.006999999999999999,81673
K549,300,0.017,126046
K552,211,0.012,99126
K554,219,0.012,54848
K556,72,0.004,34596
K564,552,0.028999999999999998,218162
