,per_student_2011,percent_of_all_expenditures_2011,total_expenditure_2011
K090,139,0.006999999999999999,75428
K095,84,0.005,81557
K096,209,0.012,178621
K097,156,0.01,123929
K098,261,0.021,315742
K099,150,0.009000000000000001,110827
K100,106,0.006999999999999999,76319
K101,192,0.013000000000000001,170213
K121,128,0.006,34910
K128,273,0.013000000000000001,101260
K153,47,0.002,24080
K177,267,0.017,241028
K188,155,0.008,93722
K199,230,0.011000000000000001,122487
K209,163,0.009000000000000001,123186
K212,311,0.017,198056
K215,157,0.009000000000000001,114832
K216,43,0.002,19824
K225,82,0.004,70558
K226,150,0.006999999999999999,132472
K228,477,0.027000000000000003,386909
K238,240,0.009000000000000001,136634
K239,95,0.006999999999999999,126685
K253,319,0.019,224200
K281,51,0.003,65480
K288,34,0.002,18674
K303,179,0.01,130222
K329,166,0.006999999999999999,83423
K337,516,0.03,171721
K344,244,0.015,114175
K348,142,0.008,48508
K400,,,
K410,239,0.017,624989
K468,260,0.016,104604
K525,150,0.01,602635
K540,87,0.006,228399
K559,513,0.027999999999999997,112409
K572,491,0.026000000000000002,103173
K620,603,0.03,705868
K690,90,0.006,80745
K728,565,0.03,105672
K014,62,0.003,40611
K052,53,0.003,39766
K078,138,0.008,155153
K109,64,0.003,38403
K119,38,0.002,18937
K134,217,0.011000000000000001,107744
K139,129,0.008,136358
K152,329,0.02,276609
K193,71,0.004,61255
K194,48,0.002,21440
K195,85,0.006,35026
K197,105,0.005,55324
K198,119,0.006999999999999999,69115
K203,151,0.009000000000000001,143429
K206,119,0.008,165520
K207,43,0.003,52408
K217,84,0.005,114918
K222,77,0.003,65656
K234,118,0.009000000000000001,219023
K236,104,0.006,66232
K240,60,0.004,65636
K245,208,0.009000000000000001,48248
K251,125,0.006,81542
K254,66,0.004,41429
K255,96,0.005,76995
K269,136,0.006999999999999999,79099
K277,42,0.002,19379
K278,139,0.008,138498
K312,98,0.005,91209
K315,92,0.006,74199
K326,55,0.002,11205
K361,67,0.004,41115
K381,173,0.01,73105
K405,196,0.017,782326
K425,58,0.004,182175
K495,242,0.013999999999999999,520094
K535,132,0.011000000000000001,135373
K555,27,0.002,16754
K585,,,
K041,97,0.005,63289
K055,,,
K073,292,0.013999999999999999,148187
K137,112,0.005,37949
K150,407,0.016,120073
K155,104,0.005,60041
K156,82,0.005,68328
K165,65,0.003,39181
K178,73,0.004,45050
K183,,,
K184,86,0.005,46889
K271,,,
K284,116,0.006,65633
K298,54,0.003,30762
K323,228,0.011000000000000001,122442
K327,345,0.017,261353
K332,78,0.003,32173
K392,138,0.009000000000000001,40800
K401,,,
K493,104,0.006,62091
K514,142,0.008,55295
K518,313,0.013999999999999999,81509
K522,245,0.013999999999999999,63123
K631,135,0.008,62440
K634,67,0.003,13736
K643,210,0.01,42595
K644,645,0.028999999999999998,136643
K645,487,0.019,43831
K646,300,0.016,80949
K647,553,0.028999999999999998,121665
K671,384,0.013000000000000001,16516
K697,123,0.008,70311
Q005,80,0.004,121496
Q007,72,0.004,90191
Q012,292,0.019,371469
Q013,119,0.008,169471
Q014,37,0.002,56655
Q016,484,0.032,764834
Q019,54,0.003,108475
Q028,215,0.012,113510
Q049,399,0.027999999999999997,360281
Q058,179,0.011000000000000001,169385
Q061,211,0.013000000000000001,466597
Q068,53,0.003,40417
Q071,236,0.013000000000000001,237611
Q073,122,0.008,187049
Q077,173,0.011000000000000001,198482
Q081,109,0.006,119136
Q087,71,0.003,40650
Q088,47,0.002,49669
Q089,225,0.015,410391
Q091,120,0.006,101080
Q093,169,0.011000000000000001,220997
Q102,181,0.012,212460
Q113,159,0.01,132552
Q119,47,0.003,46107
Q125,202,0.013999999999999999,334022
Q128,54,0.004,36653
Q143,613,0.04,926932
Q153,171,0.011000000000000001,241429
Q199,153,0.009000000000000001,159155
Q229,100,0.006,141938
Q239,103,0.006,83650
Q264,219,0.012,93096
Q267,398,0.02,142309
Q290,1702,0.069,105542
Q293,470,0.026000000000000002,153694
Q296,332,0.019,115059
Q299,609,0.035,321540
Q305,234,0.013000000000000001,80673
Q307,515,0.034,303250
Q330,1554,0.062,324872
Q455,98,0.006999999999999999,281369
Q485,85,0.006,205476
Q520,80,0.005,37958
Q530,476,0.03,226041
Q550,68,0.004,52965
Q560,109,0.006,61565
Q585,,,
Q600,509,0.03,669962
Q610,214,0.013999999999999999,453543
Q744,879,0.047,203986
Q877,93,0.005,40911
Q020,120,0.006999999999999999,173970
Q021,72,0.004,81171
Q022,237,0.015,188555
Q024,106,0.006,88521
Q025,63,0.004,53046
Q029,69,0.004,45916
Q032,110,0.006999999999999999,88952
Q079,157,0.01,132683
Q107,82,0.004,75793
Q120,133,0.008,117333
Q129,36,0.002,35490
Q130,54,0.003,17264
Q154,127,0.008,85197
Q163,114,0.006999999999999999,64671
Q164,65,0.004,40885
Q165,130,0.006,84039
Q168,,,
Q169,350,0.018000000000000002,129567
Q184,242,0.015,121470
Q185,196,0.013000000000000001,222718
Q189,70,0.004,55717
Q193,103,0.006,49343
Q194,63,0.004,70985
Q200,230,0.012,118719
Q201,237,0.01,115336
Q209,116,0.006999999999999999,71201
Q214,343,0.019,144788
Q219,160,0.006999999999999999,97058
Q237,236,0.013999999999999999,284501
Q242,105,0.005,37268
Q244,136,0.008,44570
Q250,263,0.015,100616
Q252,343,0.024,169149
Q263,224,0.013000000000000001,89742
Q281,132,0.01,76707
Q285,107,0.006999999999999999,60626
Q294,241,0.013000000000000001,73560
Q425,290,0.021,1007
Q460,172,0.012,523763
Q499,148,0.009000000000000001,71897
Q525,99,0.006999999999999999,108199
Q540,521,0.03,215110
Q670,277,0.018000000000000002,204659
Q792,335,0.016,67099
Q018,40,0.003,19916
Q026,150,0.009000000000000001,95335
Q031,55,0.004,30115
Q041,43,0.003,21598
Q046,36,0.001,17000
Q067,51,0.004,46883
Q074,52,0.003,49440
Q094,181,0.011000000000000001,77728
Q098,190,0.01,50625
Q115,160,0.009000000000000001,93715
Q133,83,0.004,39311
Q158,525,0.035,570814
Q159,80,0.004,43700
Q162,30,0.002,20732
Q172,149,0.01,149677
Q173,124,0.008,105780
Q178,135,0.008,68142
Q186,201,0.006999999999999999,73694
Q188,119,0.006999999999999999,65341
Q191,134,0.008,49739
Q203,84,0.005,68651
Q205,127,0.006999999999999999,38473
Q213,58,0.003,27212
Q216,100,0.006999999999999999,122509
Q221,68,0.004,43387
Q266,255,0.013999999999999999,173085
Q415,40,0.003,161674
Q430,225,0.016,947847
Q435,145,0.01,368086
Q495,87,0.006999999999999999,315948
Q566,126,0.008,150447
Q042,121,0.006,78804
Q043,72,0.004,88994
Q045,84,0.004,37897
Q047,58,0.003,14146
Q051,204,0.011000000000000001,56705
Q053,300,0.013999999999999999,150132
Q056,111,0.006,50043
Q060,49,0.003,59209
Q062,102,0.006999999999999999,101976
Q063,251,0.016,328457
Q064,174,0.011000000000000001,112703
Q065,83,0.004,42383
Q066,205,0.012,100226
Q090,104,0.006,91170
Q096,153,0.009000000000000001,51904
Q097,49,0.003,35492
Q100,182,0.011000000000000001,182871
Q104,151,0.008,99353
Q105,165,0.009000000000000001,155794
Q106,95,0.005,33115
Q108,39,0.003,54061
Q114,84,0.005,68052
Q123,122,0.006999999999999999,85886
Q124,377,0.025,457991
Q137,176,0.013000000000000001,347840
Q146,253,0.013000000000000001,182879
Q155,364,0.02,224776
Q180,,,
Q183,56,0.003,35986
Q197,149,0.006999999999999999,80321
Q198,,,
Q202,62,0.004,68877
Q207,190,0.009000000000000001,151419
Q210,87,0.006,178810
Q215,96,0.005,62642
Q223,301,0.015,212936
Q225,1100,0.027000000000000003,108901
Q226,83,0.005,121510
Q232,426,0.026000000000000002,430599
Q253,92,0.005,47859
Q254,242,0.013000000000000001,153414
Q260,33,0.002,13499
Q262,652,0.04,402543
Q273,584,0.022000000000000002,58428
Q282,273,0.018000000000000002,70213
Q302,115,0.006999999999999999,27715
Q306,502,0.03,161135
Q308,172,0.013000000000000001,75060
Q309,280,0.018000000000000002,107999
Q317,220,0.012,77744
Q318,279,0.013000000000000001,37042
Q319,701,0.032,114288
Q323,475,0.04,460456
Q324,1879,0.079,163433
Q333,182,0.01,98516
Q351,,,
Q400,105,0.006,122332
Q410,348,0.02,366322
Q465,416,0.013000000000000001,29134
Q475,111,0.008,323635
Q480,66,0.005,217816
Q650,200,0.013999999999999999,178914
Q008,323,0.017,238282
Q030,43,0.002,24929
Q040,448,0.023,258450
Q048,42,0.002,15292
Q050,236,0.015,213390
Q054,82,0.004,44144
Q055,164,0.009000000000000001,114913
Q072,147,0.008,107435
Q080,85,0.003,51220
Q082,185,0.009000000000000001,116896
Q086,256,0.016,244825
Q099,84,0.004,67649
Q101,380,0.024,256299
Q117,188,0.013000000000000001,236897
Q121,59,0.004,58991
Q139,86,0.006,80888
Q140,96,0.005,72731
Q144,163,0.008,113341
Q157,57,0.003,61182
Q160,157,0.009000000000000001,125990
Q161,165,0.01,131753
Q167,521,0.028999999999999998,117639
Q174,165,0.009000000000000001,105086
Q175,264,0.017,188299
Q182,149,0.008,131269
Q190,31,0.002,25739
Q196,86,0.006,55009
Q206,115,0.006,72531
Q217,78,0.005,107969
Q220,103,0.005,58348
Q284,218,0.015,87644
Q303,209,0.011000000000000001,36756
Q310,260,0.017,81239
Q325,1426,0.066,132583
Q328,2302,0.096,188771
Q338,364,0.025,97115
Q350,,,
Q354,,,
Q440,138,0.011000000000000001,538343
Q470,94,0.006,110731
Q505,316,0.022000000000000002,1039
Q620,245,0.017,576956
Q680,34,0.003,21360
Q686,844,0.053,347027
Q687,34,0.002,13818
Q690,68,0.004,36142
Q896,215,0.015,103540
Q015,65,0.003,24874
Q033,71,0.004,74307
Q034,63,0.003,32926
Q035,62,0.004,40673
Q036,158,0.009000000000000001,72870
Q037,98,0.005,56227
Q038,31,0.001,8019
Q052,421,0.02,224804
Q059,188,0.011000000000000001,136622
Q095,402,0.026000000000000002,548351
Q109,147,0.01,163316
Q116,57,0.003,48179
Q118,38,0.002,26125
Q131,85,0.005,68603
Q132,167,0.01,70632
Q134,37,0.002,18114
Q135,143,0.008,159681
Q136,50,0.003,34776
Q138,48,0.003,44459
Q147,133,0.008,104539
Q156,39,0.002,27878
Q176,282,0.019,220024
Q181,53,0.003,23430
Q192,57,0.003,39854
Q195,77,0.004,53647
Q208,54,0.003,39544
Q231,134,0.008,126168
Q238,177,0.011000000000000001,281205
Q248,263,0.018000000000000002,103004
Q251,65,0.003,22259
Q259,268,0.018000000000000002,144524
Q265,90,0.006,41674
Q268,137,0.006999999999999999,78423
Q270,29,0.002,19359
Q272,164,0.011000000000000001,73368
Q283,43,0.003,17496
Q295,192,0.012,107455
Q326,2342,0.083,182654
Q327,750,0.036000000000000004,64542
Q355,,,
Q356,,,
Q420,,,
Q492,87,0.005,37693
Q494,46,0.003,19875
Q496,242,0.015,87914
Q498,101,0.006,48838
Q002,223,0.012,152975
Q010,81,0.005,76394
Q011,140,0.009000000000000001,176784
Q017,88,0.004,55957
Q069,102,0.006999999999999999,127793
Q070,126,0.009000000000000001,138991
Q076,333,0.012,195942
Q078,159,0.006999999999999999,39468
Q084,71,0.004,29388
Q085,162,0.008,87282
Q092,83,0.005,73145
Q111,150,0.006999999999999999,69214
Q112,231,0.01,115967
Q122,70,0.005,97556
Q126,335,0.016,205762
Q127,148,0.009000000000000001,193175
Q141,199,0.013000000000000001,203927
Q145,101,0.006999999999999999,206074
Q148,55,0.004,63776
Q149,268,0.017,311026
Q150,80,0.005,101882
Q151,107,0.005,62595
Q152,150,0.01,197893
Q166,222,0.013000000000000001,243472
Q171,121,0.006,74957
Q204,301,0.016,211253
Q212,132,0.008,105011
Q222,165,0.01,56469
Q227,70,0.004,102013
Q228,46,0.002,17691
Q230,336,0.02,322939
Q234,63,0.004,43821
Q235,193,0.01,37436
Q280,1901,0.054000000000000006,203390
Q286,184,0.011000000000000001,78377
Q301,1118,0.068,351127
Q445,61,0.004,182308
Q450,139,0.009000000000000001,487816
Q501,64,0.004,46774
Q502,173,0.009000000000000001,163182
Q555,222,0.013999999999999999,231257
Q575,69,0.005,47082
Q580,142,0.008,57839
R001,76,0.005,42116
R002,174,0.01,162876
R003,46,0.002,44298
R004,727,0.027000000000000003,585815
R005,278,0.015,57230
R006,82,0.004,69839
R007,45,0.003,53068
R008,45,0.002,19022
R011,157,0.006999999999999999,46262
R013,88,0.005,68911
R014,117,0.006,78271
R016,146,0.006999999999999999,134578
R018,117,0.005,75529
R019,258,0.015,164501
R020,318,0.018000000000000002,163275
R021,140,0.008,66423
R022,44,0.003,49838
R023,89,0.005,48350
R024,55,0.003,80159
R026,287,0.012,47020
R027,199,0.011000000000000001,216965
R029,36,0.002,26923
R030,60,0.003,51022
R031,38,0.002,20650
R032,92,0.005,77451
R034,200,0.012,228385
R035,66,0.004,23359
R036,63,0.003,57684
R038,147,0.006999999999999999,57563
R039,204,0.013000000000000001,109916
R041,83,0.004,57437
R042,66,0.004,65186
R044,69,0.003,61076
R045,132,0.008,131893
R046,92,0.004,28370
R047,245,0.016,128677
R048,67,0.005,33770
R049,206,0.01,180639
R050,105,0.006,75402
R051,241,0.013000000000000001,236782
R052,83,0.003,53715
R053,156,0.008,107649
R054,44,0.003,40731
R055,77,0.004,54520
R056,59,0.003,46008
R057,319,0.013000000000000001,211867
R058,85,0.004,67306
R060,235,0.012,218462
R061,60,0.004,75397
R063,160,0.009000000000000001,68416
R064,79,0.004,23964
R065,227,0.011000000000000001,61451
R069,54,0.002,49366
R072,128,0.006999999999999999,207162
R074,1642,0.065,180660
R075,59,0.003,74649
R080,55,0.003,72221
R440,153,0.01,378936
R445,145,0.01,328633
R450,44,0.003,113557
R455,83,0.006,315054
R460,85,0.006,269209
R470,628,0.028999999999999998,105460
R600,482,0.025,357520
R605,328,0.023,334384
R861,173,0.01,82895
K045,65,0.003,48658
K075,60,0.003,38223
K086,180,0.01,95970
K106,168,0.008,107282
K116,432,0.021,218966
K123,223,0.012,194198
K145,80,0.004,71692
K151,71,0.004,31012
K162,219,0.012,136199
K168,,,
K274,113,0.006,75790
K291,150,0.006999999999999999,97862
K296,217,0.01,116780
K299,82,0.004,35182
K347,219,0.01,106088
K349,274,0.013999999999999999,146881
K376,144,0.008,90119
K377,111,0.006,83785
K383,54,0.004,52488
K384,46,0.002,33419
K403,373,0.019,131985
K480,,,
K545,,,
K549,302,0.016,126783
K552,215,0.012,101065
K554,251,0.013999999999999999,59708
K556,177,0.01,88724
K564,966,0.053,405567
